nome,latitude,longitude,sigla
Miandrivazo Airport,-19.562799,45.450802,ZVA
Maintirano Airport,-18.049999,44.033001,MXT
Atsinanana Airport,-19.58300018310547,48.803001403808594,ILK
Morafenobe Airport,-17.850083,44.920467,TVA
Sainte Marie Airport,-17.093901,49.8158,SMS
Toamasina Ambalamanasy Airport,-18.109501,49.392502,TMM
Tambohorano Airport,-17.476101,43.972801,WTA
Morondava Airport,-20.2847,44.3176,MOQ
Tsiroanomandidy Airport,-18.759677,46.054065,WTS
Vatomandry Airport,-19.383333,48.95,VAT
Ambatondrazaka Airport,-17.795378,48.442583,WAM
Arrachart Airport,-12.3494,49.291698,DIE
Ankaizina Airport,-14.544277,48.691413,WBE
Mananara Nord Airport,-16.16390037536621,49.77379989624024,WMR
Andapa Airport,-14.651700019836426,49.620601654052734,ZWA
Ambilobe Airport,-13.1884,48.987999,AMB
Avaratra Airport,-15.199999809265137,48.483001708984375,WBD
Port Bergé Airport,-15.584286,47.623587,WPB
Antsirabe Airport,-14.9994,50.320202,ANM
Analalava Airport,-14.629514,47.763555,HVA
Amborovy Airport,-15.666842,46.351233,MJN
Fascene Airport,-13.3121,48.3148,NOS
Soalala Airport,-16.10169,45.358837,DWB
Mampikony Airport,-16.0722693402,47.6441645622,WMP
Besalampy Airport,-16.74453,44.482484,BPY
Maroantsetra Airport,-15.437742,49.689081,WMN
Sambava Airport,-14.2786,50.174702,SVB
Tsaratanana Airport,-16.751064,47.619016,TTS
Vohemar Airport,-13.3758,50.0028,VOH
Ambalabe Airport,-14.898799896240234,47.993900299072266,WAI
Mandritsara Airport,-15.845992,48.834718,WMA
Ampampamena Airport,-13.484816,48.632702,IVA
Antsoa Airport,-21.6069837647,45.1360201836,WBO
Mandabe Airport,-21.0463049303,44.9404120445,WMD
Tôlanaro Airport,-25.038099,46.9561,FTU
Fianarantsoa Airport,-21.441601,47.111698,WFI
Farafangana Airport,-22.8053,47.820599,RVA
Ihosy Airport,-22.4047202024,46.1649370193,IHO
Manja Airport,-21.426105,44.316509,MJA
Manakara Airport,-22.119699,48.021702,WVK
Bekily Airport,-24.235694754699995,45.3045272827,OVA
Mananjary Airport,-21.201799,48.358299,MNJ
Samangoky Airport,-21.700000762939453,43.733001708984375,TDV
Morombe Airport,-21.753837,43.374753,MXM
Toliara Airport,-23.3834,43.7285,TLE
Vangaindrano Airport,-23.3507665915,47.5817012787,VND
Betioky Airport,-23.732999801635746,44.38899993896485,BKU
Ampanihy Airport,-24.699699,44.7342,AMP
Ankazoabo Airport,-22.2964423522,44.5315361023,WAK
Ambriz Airport,-7.86222,13.1161,AZZ
Mbanza Congo Airport,-6.269899845123291,14.246999740600586,SSY
Benguela 17th of September Airport,-12.609,13.4037,BUG
Lumbala Airport,-14.105106,21.45083,GGC
Cabinda Airport,-5.59699010848999,12.188400268554688,CAB
Cafunfo Airport,-8.78361,17.9897,CFF
Chitato Airport,-7.35889,20.804701,PGI
Catumbela Airport,-12.4792,13.4869,CBT
Cuito Cuanavale Airport,-15.1603,19.156099,CTI
Camaxilo Airport,-8.37361,18.923599,CXM
Cazombo Airport,-11.8931,22.916239,CAV
Funadhoo Airport,6.162443,73.28752,FND
Dundo Airport,-7.400889873504639,20.818500518798828,DUE
Fane Airport,-8.54927777778,147.085833333,FNE
Ngjiva Pereira Airport,-17.0435009003,15.683799743700002,VPE
Nova Lisboa Airport,-12.808899879455566,15.760499954223633,NOV
Kuito Airport,-12.404600143433,16.947399139404,SVP
Lobito Airport,-12.3712,13.5366,LLT
Lucapa Airport,-8.445727348330001,20.7320861816,LBZ
Quatro de Fevereiro International Airport,-8.85837,13.2312,LAD
Luzamba Airport,-9.11596012115,18.0492992401,LZM
Malanje Airport,-9.525090217590332,16.312400817871094,MEG
Menongue Airport,-14.657600402832031,17.71980094909668,SPP
Welwitschia Mirabilis International Airport,-15.2612,12.1468,MSZ
Negage Airport,-7.754509925842285,15.287699699401855,GXG
Porto Amboim Airport,-10.722,13.7655,PBN
Saurimo Airport,-9.68907,20.4319,VHC
Soyo Airport,-6.141089916229248,12.371800422668455,SZA
Sumbe Airport,-11.1679,13.8475,NDD
Luau Airport,-10.7158,22.2311,UAL
Lubango Airport,-14.924699783325195,13.574999809265137,SDD
Luena Airport,-11.7681,19.897699,LUO
Uige Airport,-7.60307,15.0278,UGO
Waco Kungo Airport,-11.4264,15.1014,CEO
Xangongo Airport,-16.755399703979492,14.965299606323242,XGN
N'zeto Airport,-7.25944,12.8631,ARZ
Nzagi Airport,-7.716939926149999,21.358200073200003,NZA
Booue Airport,-0.1075,11.9438,BGB
Ndende Airport,-2.4,11.367,KDN
Fougamou Airport,-1.278325,10.612497,FOU
M'Bigou Airport,-1.893056,11.9125,MBC
Moabi Airport,-2.455187,10.9358,MGX
Ville Airport,-0.183,10.75,KDJ
Koulamoutou Mabimbi Airport,-1.1846100091934,12.441300392151,KOU
Mouilla Ville Airport,-1.845139980316162,11.056699752807615,MJL
Oyem Airport,1.5431100130081177,11.58139991760254,OYE
Okondja Airport,-0.665214,13.6731,OKN
Lambarene Airport,-0.704389,10.2457,LBQ
Minvoul Airport,2.152413,12.108044,MVX
Bitam Airport,2.07564,11.4932,BMM
Moanda Airport,-1.526558,13.251332,MFF
Mekambo Airport,0.976706,13.968462,MKB
Port Gentil Airport,-0.7117390036582947,8.754380226135254,POG
Omboue Hospital Airport,-1.57473,9.26269,OMB
Tchongorove Airport,-1.930801,9.319577,IGE
Makokou Airport,0.5792109966278076,12.890899658203123,MKU
Libreville Leon M'ba International Airport,0.458600014448,9.4122800827,LBV
Mitzic Airport,0.783,11.55,MZC
M'Vengue El Hadj Omar Bongo Ondimba International Airport,-1.6561599969863892,13.437999725341797,MVB
Lastourville Airport,-0.826667,12.7486,LTL
Tchibanga Airport,-2.88848,10.955429,TCH
Mayumba Airport,-3.458372,10.676539,MYB
Foya Airport,8.3513,-10.2269,FOY
Principe Airport,1.66294,7.41174,PCP
São Tomé International Airport,0.378175,6.71215,TMS
Angoche Airport,-16.18187,39.945217,ANO
Beira Airport,-19.79640007019043,34.90760040283203,BEW
Cuamba Airport,-14.815,36.529999,FXO
Chimoio Airport,-19.15130043029785,33.42900085449219,VPY
Inhaca Airport,-25.9971446991,32.9293518066,IHC
Inhambane Airport,-23.8764,35.408501,INH
Lichinga Airport,-13.274,35.2663,VXC
Lumbo Airport,-15.0331,40.6717,LFB
Maputo Airport,-25.920799,32.572601,MPM
Mueda Airport,-11.6729,39.563099,MUD
Mocímboa da Praia Airport,-11.3618,40.3549,MZB
Nacala Airport,-14.4882,40.7122,MNC
Nampula Airport,-15.105600357055664,39.28179931640625,APL
Pemba Airport,-12.991762161254885,40.52401351928711,POL
Ponta do Ouro Airport,-26.826913,32.838444,PDD
Quelimane Airport,-17.855499267578125,36.86909866333008,UEL
Chingozi Airport,-16.104799270629883,33.64020156860352,TET
Vilankulo Airport,-22.018400192260746,35.31330108642578,VNX
Xai-Xai Chongoene Airport,-24.895362,33.749896,VJB
Desroches Airport,-5.6967,53.6558,DES
Seychelles International Airport,-4.67434,55.521801,SEZ
Fossil Downs Airport,-18.1321,125.7873,FSL
Praslin Airport,-4.31929,55.691399,PRI
Bird Island Airport,-3.72472,55.205299,BDI
Denis Island Airport,-3.80222,55.666901,DEI
Frégate Island Airport,-4.582785,55.944928,FRK
Sarh Airport,9.14444,18.374399,SRH
Bongor Airport,10.288345,15.379561,OGR
Abeche Airport,13.847,20.844299,AEH
Moundou Airport,8.62441,16.0714,MQQ
Lai Airport,9.3979,16.3125,LTC
Ati Airport,13.239778,18.315893,ATV
N'Djamena International Airport,12.1337,15.034,NDJ
Bokoro Airport,12.385511,17.070989,BKR
Bol-Berim Airport,13.443574,14.739254,OTC
Mongo Airport,12.17048,18.675642,MVO
Am Timan Airport,11.0340003967,20.2740001678,AMC
Pala Airport,9.37806,14.925,PLF
Bousso Airport,10.483,16.716999,OUT
Mao Airport,14.1456,15.3144,AMO
Faya Largeau Airport,17.917101,19.111099,FYT
Fulleborn Airport,-6.1518,150.6264,FUB
Bumi Hills Airport,-16.816485,28.344786,BZH
Joshua Mqabuko Nkomo International Airport,-20.017401,28.617901,BUQ
Chipinge Airport,-20.206699,32.6283,CHJ
Buffalo Range Airport,-21.008101,31.5786,BFO
Victoria Falls International Airport,-18.09589958190918,25.839000701904297,VFA
Robert Gabriel Mugabe International Airport,-17.931801,31.0928,HRE
Kariba International Airport,-16.5198,28.885,KAB
Mahenye Airport,-21.231,32.3336,MJW
Mutare Airport,-18.997499465942,32.627201080322,UTA
Masvingo International Airport,-20.0553,30.8591,MVZ
Gweru - Thornhill Air Base,-19.436718,29.861945,GWE
Hwange National Park Airport,-18.62989997863769,27.020999908447266,HWN
Hwange (Town) Airport,-18.362967,26.519791,WKI
Chelinda Malawi Airport,-10.55,33.799999,CEH
Chileka International Airport,-15.679100036621094,34.9739990234375,BLZ
Club Makokola Airport,-14.306483,35.131477,CMK
Dwangwa Airport,-12.517527,34.131877,DWA
Karonga Airport,-9.953571,33.893264,KGJ
Kasungu Airport,-13.0146,33.468601,KBQ
Lilongwe International Airport,-13.7894001007,33.78099823,LLW
Likoma Island Airport,-12.079787,34.736253,LIX
Mangochi Airport,-14.483,35.266998,MAI
Monkey Bay Airport,-14.0836000443,34.9197006226,MYZ
Salima Airport,-13.755893,34.584188,LMB
Mzuzu Airport,-11.4447,34.011799,ZZU
Lebakeng Airport,-29.8908,28.6556,LEF
Leribe Airport,-28.8556,28.052799,LRB
Lesobeng Airport,-29.755583,28.357054,LES
Matsaile Airport,-29.840562,28.77668,MSG
Mafeteng Airport,-29.8011,27.243601,MFC
Mokhotlong Airport,-29.281799,29.0728,MKH
Moshoeshoe I International Airport,-29.462299346923828,27.552499771118164,MSU
Nkaus Airport,-30.021699905396,28.196899414062,NKU
Pelaneng Airport,-29.088056,28.497222,PEL
Quthing Airport,-30.407499,27.6933,UTG
Qacha's Nek Airport,-30.1117,28.6719,UNE
Sehonghong Airport,-29.731088,28.767945,SHK
Sekakes Airport,-30.0389,28.3703,SKQ
Semonkong Airport,-29.8386,28.059999,SOK
Seshutes Airport,-29.267599,28.552299,SHZ
Thaba-Tseka Airport,-29.5228,28.615801,THB
Tlokoeng Airport,-29.233,28.882999,TKO
Ai-Ais Airport,-27.995,17.5966,AIW
Arandis Airport,-22.461875,14.979322,ADI
Gobabis Airport,-22.5044,18.973101,GOG
Grootfontein Airport,-19.6022,18.1227,GFY
Halali Airport,-19.0285,16.4585,HAL
Karasburg Airport,-28.0297,18.7385,KAS
Katima Mulilo Airport,-17.634258,24.176688,MPA
Keetmanshoop Airport,-26.539801,18.111401,KMP
Lianshulu Airport,-18.116495,23.39346,LHU
Luderitz Airport,-26.687400817871094,15.242899894714355,LUD
Mount Etjo Airport,-21.0233001709,16.4528007507,MJO
Midgard Airport,-22.0106,17.37,MQG
Mokuti Lodge Airport,-18.812799,17.059401,OKU
Namutoni Airport,-18.8064,16.9272,NNI
Ondangwa Airport,-17.878201,15.9526,OND
Omega Airport,-18.0303,22.189699,OMG
Oranjemund Airport,-28.5847,16.446699,OMD
Okaukuejo Airport,-19.1492,15.9119,OKF
Opuwa Airport,-18.061424,13.85047,OPW
Oshakati Airport,-17.797,15.6993,OHI
Otjiwarongo Airport,-20.4347,16.660801,OTJ
Rundu Airport,-17.956499099731,19.719400405884,NDU
Skorpion Mine Airport,-27.8764,16.6478,RHN
Swakopmund Municipal Aerodrome,-22.6619,14.5681,SWP
Sesriem Airstrip,-24.512800216675,15.746700286865,SZM
Terrace Bay Airport,-19.9713,13.0249,TCY
Tsumeb Airport,-19.26189994812,17.732500076294,TSB
Walvis Bay Airport,-22.9799,14.6453,WVB
Eros Airport,-22.612199783325195,17.080400466918945,ERS
Hosea Kutako International Airport,-22.4799,17.4709,WDH
Ndjili International Airport,-4.38575,15.4446,FIH
Ndolo Airport,-4.32666015625,15.327500343323,NLO
Muanda Airport,-5.930637,12.351334,MNB
Boma Airport,-5.854,13.064,BOA
Luozi Airport,-4.943881,14.123337,LZI
Tshimpi Airport,-5.79961,13.4404,MAT
N'Kolo-Fuma Airport,-5.421,14.8169,NKL
Inongo Airport,-1.94722,18.285801,INO
Nioki Airport,-2.717453,17.685735,NIO
Bandundu Airport,-3.31132,17.381701,FDU
Kiri Airport,-1.499806,18.928456,KRZ
Kikwit Airport,-5.03577,18.785601,KKW
Idiofa Airport,-4.970605,19.57867,IDF
Lusanga Airport,-4.8,18.716999,LUS
Masi Manimba Airport,-4.783,17.85,MSM
Mbandaka Airport,0.0226000007242,18.2887001038,MDK
Basankusu Airport,1.22472,19.7889,BSU
Libenge Airport,3.626584,18.638477,LIE
Gbadolite Airport,4.252745,20.975271,BDT
Gemena Airport,3.23537,19.771299,GMA
Kotakoli Airbase,4.156991,21.66667,KLI
Bumba Airport,2.183261,22.479572,BMB
Lisala Airport,2.17066,21.496901,LIQ
Boende Airport,-0.286652,20.883551,BNB
Ikela Airport,-1.048109,23.372501,IKL
Bangoka International Airport,0.481638997793,25.3379993439,FKI
Yangambi Airport,0.783,24.466999,YAN
Matari Airport,2.82761,27.588301,IRP
Bunia Airport,1.565743,30.220685,BUX
Buta Zega Airport,2.818058,24.793997,BZU
Bukavu Kavumu Airport,-2.30898,28.8088,BKY
Rughenda Airfield,0.117142,29.312992,RUE
Goma International Airport,-1.66617,29.237929,GOM
Beni Airport,0.575,29.4739,BNC
Kindu Airport,-2.91917991638,25.9153995514,KND
Kinkungwa Airport,-2.578,26.733999,KLY
Punia Airport,-1.390698,26.348146,PUN
Lubumbashi International Airport,-11.5913000107,27.5308990479,FBM
Kasenga Airport,-10.35,28.632999,KEC
Kolwezi Airport,-10.7659,25.505699,KWZ
Manono Airport,-7.28889,27.3944,MNO
Moba Airport,-7.08488,29.737072,BDV
Kalemie Airport,-5.87556,29.25,FMI
Kabalo Airport,-6.083,26.917,KBO
Kongolo Airport,-5.393898,26.989932,KOO
Kamina City Airport,-8.728878,24.991407,KMN
Kapanga Airport,-8.371157,22.647457,KAP
Kaniama Airport,-7.599343,24.158592,KNM
Kananga Airport,-5.90005,22.4692,KGA
Luiza Airport,-7.189971,22.39254,LZA
Tshikapa Airport,-6.43833,20.794701,TSH
Lodja Airport,-3.462745,23.615162,LJA
Lusambo Airport,-4.96167,23.3783,LBO
Mweka Airport,-4.855027,21.541786,MEW
Basongo Airport,-4.315802,20.414891,BAN
Ilebo Airport,-4.329919,20.590124,PFR
Mbuji Mayi Airport,-6.121240139010001,23.5690002441,MJM
Tunta Airport,-6.120761,24.546204,KBN
Nkan Airstrip,0.3843,9.75364,NKA
Miele Mimbale Airport,-0.02894,11.418021,GIM
Akieni Airport,-1.13967001438,13.9035997391,AKE
Gamba Airport,-2.785278,10.047222,GAX
Gabbs Airport,38.923173,-117.9572,GAB
Modibo Keita International Airport,12.5335,-7.94994,BKO
Goundam Airport,16.358426,-3.604536,GUD
Gao Airport,16.2484,-0.005456,GAQ
Kenieba Airport,12.833,-11.25,KNZ
Koutiala Airport,12.383000373840332,-5.4670000076293945,KTX
Kayes Dag Dag Airport,14.4812,-11.4044,KYS
Mopti Ambodédjo International Airport,14.5128,-4.07956,MZI
Nara Airport,15.22913,-7.261965,NRM
Nioro du Sahel Airport,15.2381,-9.57611,NIX
Sikasso Airport,11.328611,-5.684722,KSS
Timbuktu Airport,16.730499,-3.00758,TOM
Yélimané Airport,15.123682,-10.571177,EYL
Guasopa Airport,-9.225918,152.944352,GAZ
Dornoch Airfield,57.868999,-4.023,DOC
Flotta Isle Airstrip,58.825802,-3.14278,FLH
Foula Airfield,60.121725,-2.053202,FOA
Out Skerries Airfield,60.4252,-0.75,OUK
Papa Stour Airport,60.321701,-1.69306,PSV
Glenforsa Airfield,56.517202,-5.91401,ULL
Garbaharey Airport,3.32294,42.21309,GBM
Banjul International Airport,13.338,-16.652201,BJL
Fuerteventura Airport,28.4527,-13.8638,FUE
La Gomera Airport,28.0296,-17.2146,GMZ
El Hierro Airport,27.8148,-17.8871,VDE
La Palma Airport,28.626499,-17.7556,SPC
Gran Canaria Airport,27.9319,-15.3866,LPA
César Manrique-Lanzarote Airport,28.945499,-13.6052,ACE
Tenerife Sur Airport,28.0445,-16.5725,TFS
Gravatai Airport,-29.9494,-50.98505,GCV
Tenerife Norte-Ciudad de La Laguna Airport,28.4827,-16.341499,TFN
Ceuta Heliport,35.892657,-5.306321,JCU
Melilla Airport,35.2798,-2.95626,MLN
Gewoia Airport,-9.2263,148.4949,GEW
Camopi Airport,3.172847,-52.336142,OYC
Bo Airport,7.9444,-11.761,KBS
Pope Field,39.790715,-85.735019,GFD
Gbangbatok Airport,7.812535,-12.377815,GBK
Hastings Airport,8.394348,-13.128891,HGS
Kabala Airport,9.63832291343,-11.5155601501,KBA
Kenema Airport,7.896364,-11.174126,KEN
Lungi International Airport,8.61644,-13.1955,FNA
Yengema Airport,8.610469818115234,-11.04539966583252,WYE
Bubaque Airport,11.297356,-15.838079,BQE
Osvaldo Vieira International Airport,11.894800186157228,-15.65369987487793,OXB
Garachiné Airport,8.0644,-78.3673,GHE
Akunnaaq Heliport,68.744273,-52.340369,QCU
Buchanan Airport,5.905503,-10.058262,UCN
Cape Palmas Airport,4.3790202140808105,-7.696949958801269,CPA
Greenville/Sinoe Airport,5.032124,-9.064236,SNI
Spriggs Payne Airport,6.28906,-10.7587,MLW
Nimba Airport,7.494459,-8.584514,NIA
Gulgubip Airport,-5.2808,141.5411,GLP
Roberts International Airport,6.23379,-10.3623,ROB
Sasstown Airport,4.681845,-8.434668,SAZ
Tchien Airport,6.04565,-8.138723,THC
Voinjama Airport,8.32347,-9.769249,VOI
Al Massira Airport,30.322478,-9.412003,AGA
Tan Tan Airport,28.44820022583008,-11.161299705505373,TTA
Bouarfa Airport,32.514306,-1.983056,UAR
Fes Saïss International Airport,33.927299,-4.97796,FEZ
Moulay Ali Cherif Airport,31.9475002289,-4.39833021164,ERH
Bassatine Airport,33.879101,-5.51512,MEK
Oujda Angads Airport,34.789558,-1.926041,OUD
Smara Airport,26.731987,-11.683655,SMW
Ben Slimane Airport,33.655399,-7.22145,GMD
Beni Mellal Airport,32.401895,-6.315905,BEM
Rabat-Salé Airport,34.051498,-6.75152,RBA
Dakhla Airport,23.7183,-15.932,VIL
Essaouira-Mogador Airport,31.397499,-9.68167,ESU
Hassan I Airport,27.142467,-13.224947,EUN
Mohammed V International Airport,33.3675,-7.58997,CMN
Nador Al Aaroui International Airport,34.9888,-3.02821,NDR
Menara Airport,31.6068992615,-8.03629970551,RAK
Kenitra Air Base,34.298901,-6.59588,NNA
Ouarzazate Airport,30.9391002655,-6.909430027010001,OZZ
Golog Maqên Airport,34.418066,100.301144,GMQ
Cherif Al Idrissi Airport,35.177101135253906,-3.83951997756958,AHU
Sania Ramel Airport,35.594299,-5.32002,TTU
Tangier Ibn Battuta Airport,35.731741,-5.921459,TNG
Goodnews Airport,59.117561,-161.575241,GNU
Blaise Diagne International Airport,14.67,-17.073333,DSS
Gora Airstrip,-9.0021,148.2364,GOC
Kolda/Sare Bidji Airport,12.8985,-14.9681,KDA
Ziguinchor Airport,12.5556,-16.281799,ZIG
Cap Skirring Airport,12.39533,-16.748,CSK
Kaolack Airport,14.146900177001951,-16.051300048828125,KLC
Léopold Sédar Senghor International Airport,14.7397,-17.4902,DKR
Ouro Sogui Airport,15.5936,-13.3228,MAX
Podor Airport,16.678155,-14.964957,POD
Richard Toll Airport,16.437816,-15.656376,RDT
Saint Louis Airport,16.049814,-16.461039,XLS
Bakel Airport,14.847299575805664,-12.468299865722656,BXE
Kédougou Airport,12.57229995727539,-12.22029972076416,KGG
Simenti Airport,13.046799659729004,-13.29539966583252,SMY
Tambacounda Airport,13.73680019378662,-13.65310001373291,TUD
Aioun el Atrouss Airport,16.711299896240234,-9.637880325317385,AEO
Boutilimit Airport,17.52832,-14.71412,OTL
Tichitt Airport,18.433942,-9.486411,THI
Tidjikja Airport,18.570101,-11.4235,TIY
Abbaye Airport,16.63331413269043,-14.200000762939451,BGH
Kiffa Airport,16.59,-11.4062,KFA
Timbedra Airport,16.233671,-8.163464,TMD
Néma Airport,16.622,-7.3166,EMN
Akjoujt Airport,19.727998,-14.377214,AJJ
Kaédi Airport,16.1595,-13.5076,KED
Letfotar Airport,17.75,-12.5,MOM
Nouakchott–Oumtounsy International Airport,18.31,-15.969722,NKC
Sélibaby Airport,15.179699897766112,-12.207300186157228,SEY
Tamchakett Airport,17.23157,-10.77923,THT
Atar International Airport,20.506799697875977,-13.04319953918457,ATR
Fderik Airport,22.673551,-12.729262,FGD
Nouadhibou International Airport,20.9330997467041,-17.030000686645508,NDB
Tazadit Airport,22.757345,-12.482228,OUZ
Grand Cess Airport,4.571,-8.2076,GRC
Granite Mountain Air Station,65.40209961,-161.2810059,GMT
Chiquimula Airport,14.83092,-89.520938,CIQ
Dos Lagunas Airport,17.6124,-89.6884,DON
El Naranjo Airport,14.106931,-90.817496,ENJ
Paso Caballos Airport,17.2639007568,-90.2563018799,PCG
Uaxactun Airport,17.393888,-89.632744,UAX
Playa Grande Airport,15.9975,-90.741699,PKJ
Kirawira B Aerodrome,-2.160833,34.225556,GTZ
Conakry International Airport,9.57689,-13.612,CKY
Guriaso (Keraso) Airport,-3.583167,141.5895,GUE
Fria Airport,10.3506,-13.5692,FIG
Faranah Airport,10.0354995728,-10.7698001862,FAA
Kissidougou Airport,9.1605596542358,-10.124400138855,KSI
Tata Airport,11.337512,-12.290869,LEK
Macenta Airport,8.481456,-9.526048,MCA
Nzérékoré Airport,7.810413,-8.702073,NZE
Boké Baralande Airport,10.9658,-14.2811,BKJ
Sambailo Airport,12.575315,-13.363349,SBI
Siguiri Airport,11.399833,-9.18841,GII
Kankan Airport,10.448438,-9.228757,KNN
Amílcar Cabral International Airport,16.7414,-22.9494,SID
Agostinho Neto Airport,17.202800750732422,-25.090599060058597,NTO
Rabil Airport,16.136499404907227,-22.888900756835938,BVC
Gordonsville Municipal Airport,38.155998,-78.165802,GVE
Maio Airport,15.15590000152588,-23.213699340820312,MMO
Mosteiros Airport,15.045,-24.339199,MTI
Nelson Mandela International Airport,14.941126,-23.484728,RAI
(Spam)Các Cổng Game Casino Trực Tuyến Uy Tín Nhất 2024,0.0196,0.0178,XHG
São Filipe Airport,14.8850002289,-24.4799995422,SFL
Preguiça Airport,16.588852,-24.284132,SNE
São Pedro Airport,16.8332,-25.0553,VXE
Bemichi Airport,7.640212,-58.961786,BCG
Botopasi Airport,4.21751109352,-55.4470539093,BTO
Djumu-Djomoe Airport,4.00571261057,-55.4816436768,DOE
Ladouanie Airport,4.37610828345,-55.4070568085,LDO
Washabo Airport,5.215277,-57.185302,WSO
Ghazni Airport,33.487853,68.525243,GZI
Addis Ababa Bole International Airport,8.97789,38.799301,ADD
Arba Minch Airport,6.03939,37.5905,AMH
Axum Airport,14.1468,38.7728,AXU
Baco Airport,5.783333,36.55,BCO
Bahir Dar Airport,11.6081,37.321602,BJR
Beica Airport,9.38639,34.5219,BEI
Dembidollo Airport,8.554,34.858002,DEM
Debre Markos Airport,10.321501,37.741887,DBM
Aba Tenna Dejazmach Yilma International Airport,9.624699592590332,41.85419845581055,DIR
Debre Tabor Airport,11.884808,38.009241,DBT
Fincha Airport,9.584387,37.377855,FNH
Robe Airport,7.119033,40.045166,GOB
Ghinnir Airport,7.15000009537,40.716999054,GNN
Gambela Airport,8.12876,34.563099,GMB
Gondar Airport,12.5199,37.433998,GDQ
Gode Airport,5.93513011932,43.5786018372,GDE
Gore Airport,8.1614,35.5529,GOR
Harar Meda Airport,8.7163,39.0059,QHR
Humera Airport,13.83012,36.88237,HUE
Wilwal International Airport,9.3325,42.9121,JIJ
Jimma Airport,7.66609001159668,36.81660079956055,JIM
Kebri Dahar Airport,6.732577,44.241339,ABK
Kelafo East Airport,5.6570000648498535,44.34999847412109,LFO
Hawassa International Airport,7.099869,38.396187,AWA
Lalibella Airport,11.975000381469728,38.97999954223633,LLI
Mekane Selam Airport,10.7254,38.7415,MKS
Alula Aba Nega Airport,13.4674,39.533501,MQX
Metema Airport,12.932999610899998,36.1669998169,ETE
Mendi Airport,9.767,35.099998,NDM
Mui River Airport,5.8646,35.7485,MUJ
Mizan Teferi Airport,6.9571,35.5547,MTF
Negele Airport,5.2897,39.7023,EGL
Nejjo Airport,9.55,35.466995,NEJ
Nekemte Airport,9.034333,36.613154,NEK
Beles Airport,11.3126,36.4164,PWI
Soddu Airport,6.80281,37.68622,SXU
Shakiso Airport,5.6923,38.9764,SKR
Semera Airport,11.7875,40.9915,SZE
Asosa Airport,10.018500328063965,34.586299896240234,ASO
Tippi Airport,7.2024,35.415,TIE
Warder Airport,6.9724,45.3334,WRA
Haycock Airport,65.20099639889999,-161.156997681,HAY
Hatzfeldhaven Airport,-4.4033,145.2056,HAZ
Bujumbura Melchior Ndadaye International Airport,-3.32402,29.318501,BJM
Gitega Airport,-3.417209,29.911308,GID
Kirundo Airport,-2.544772,30.094575,KRE
Haibei Qilian Airport,38.008068,100.645065,HBQ
Hambantota Seaplane Base,6.124043,81.103,HBT
Caluula Airport,11.9582,50.748,ALU
Baidoa Airport,3.10192,43.627137,BIB
Qandala Airport,11.495627,49.909816,CXN
Baardheere Airport,2.330195,42.311802,BSY
Eil Airport,8.104,49.82,HCM
Bosaso / Bender Qassim International Airport,11.275235,49.139231,BSA
Gardo Airport,9.545975,49.119148,GSR
Egal International Airport,9.513207,44.082389,HGA
Berbera Airport,10.385035,44.936723,BBO
Lugh Ganane Airport,3.8124,42.5459,LGX
Kismayo Airport,-0.377353,42.459202,KMU
Aden Adde International Airport,2.014440059661865,45.3046989440918,MGQ
Beledweyne Airport,4.766976,45.2388,BLW
Hobyo Airport,5.358003,48.515281,CMO
Galcaio Airport,6.78082990646,47.45470047,GLK
Iskushuban Airport,10.313889,50.205556,CMS
Erigavo Airport,10.642050549,47.3879814148,ERA
Burao Airport,9.5275,45.5549,BUO
Garowe Airport,8.457942,48.567407,GGR
Djibouti-Ambouli Airport,11.5473,43.1595,JIB
Ali-Sabieh Airport,11.146889,42.72,AII
Moucha Airport,11.72975,43.209559,MHI
Obock Airport,11.967000007629396,43.266998291015625,OBC
Tadjoura Airport,11.787037,42.917376,TDJ
El Minya Airport,28.090509,30.738738,EMY
Bardawil International Airport,30.410714,33.15535,RDL
Sidi EL Barrani Airport,31.47201,25.879272,SQK
El Alamein International Airport,30.924324,28.46161,DBB
El Arish International Airport,31.078565,33.836791,AAC
Asyut International Airport,27.050818,31.016309,ATZ
Borj El Arab International Airport,30.93249,29.696437,HBE
Abu Simbel Airport,22.367657,31.609962,ABS
Cairo International Airport,30.111534,31.396694,CAI
Capital International Airport,30.074293,31.84296,CCE
Ad Dakhla Airport,25.41116,29.003273,DAK
Hurghada International Airport,27.176776,33.796692,HRG
El Jora Airport,31.078138,34.153131,EGH
El Kharja Airport,25.471483,30.588491,UVL
Luxor International Airport,25.674629,32.700012,LXR
Marsa Alam International Airport,25.555548,34.59245,RMF
Marsa Matruh International Airport,31.325464,27.221716,MUH
Haelogo Airport,-9.13658,147.598434,HEO
El Owainat East International Airport,22.584256,28.721609,GSQ
Port Said International Airport,31.279285,32.240582,PSD
Saint Catherine International Airport,28.684601,34.062681,SKV
Suhaj Mubarak International Airport,26.339115,31.737624,HMB
Sharm El Sheikh International Airport,27.977272,34.394717,SSH
Aswan International Airport,23.968137,32.824445,ASW
Siwa Oasis North Airport,29.346234,25.505624,SEW
Sphinx International Airport,30.108078,30.889252,SPX
Taba International Airport,29.594496,34.775752,TCP
Et Tur Airport,28.209023,33.645304,ELT
Hanchey Army (Fort Rucker) Heliport,31.34600067,-85.65429688,HEY
